2023-05-05 22:35:24,643 INFO    StreamThr :18732 [internal.py:wandb_internal():86] W&B internal server running at pid: 18732, started at: 2023-05-05 22:35:24.643698
2023-05-05 22:35:24,643 DEBUG   HandlerThread:18732 [handler.py:handle_request():144] handle_request: status
2023-05-05 22:35:24,659 INFO    WriterThread:18732 [datastore.py:open_for_write():85] open: C:\Users\debryu\Desktop\VS_CODE\HOME\Deep_Learning\visual_grounding\visual-grounding\Project\wandb\run-20230505_223524-nzlwnpeu\run-nzlwnpeu.wandb
2023-05-05 22:35:24,659 DEBUG   SenderThread:18732 [sender.py:send():375] send: header
2023-05-05 22:35:24,747 DEBUG   SenderThread:18732 [sender.py:send():375] send: run
2023-05-05 22:35:25,206 INFO    SenderThread:18732 [dir_watcher.py:__init__():219] watching files in: C:\Users\debryu\Desktop\VS_CODE\HOME\Deep_Learning\visual_grounding\visual-grounding\Project\wandb\run-20230505_223524-nzlwnpeu\files
2023-05-05 22:35:25,206 INFO    SenderThread:18732 [sender.py:_start_run_threads():1124] run started: nzlwnpeu with start time 1683318924.643698
2023-05-05 22:35:25,206 DEBUG   SenderThread:18732 [sender.py:send_request():402] send_request: summary_record
2023-05-05 22:35:25,206 INFO    SenderThread:18732 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-05-05 22:35:25,206 DEBUG   HandlerThread:18732 [handler.py:handle_request():144] handle_request: check_version
2023-05-05 22:35:25,206 DEBUG   SenderThread:18732 [sender.py:send_request():402] send_request: check_version
2023-05-05 22:35:25,326 DEBUG   HandlerThread:18732 [handler.py:handle_request():144] handle_request: run_start
2023-05-05 22:35:25,348 DEBUG   HandlerThread:18732 [system_info.py:__init__():31] System info init
2023-05-05 22:35:25,348 DEBUG   HandlerThread:18732 [system_info.py:__init__():46] System info init done
2023-05-05 22:35:25,348 INFO    HandlerThread:18732 [system_monitor.py:start():181] Starting system monitor
2023-05-05 22:35:25,348 INFO    SystemMonitor:18732 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-05-05 22:35:25,348 INFO    HandlerThread:18732 [system_monitor.py:probe():201] Collecting system info
2023-05-05 22:35:25,367 INFO    SystemMonitor:18732 [interfaces.py:start():190] Started cpu monitoring
2023-05-05 22:35:25,369 INFO    SystemMonitor:18732 [interfaces.py:start():190] Started disk monitoring
2023-05-05 22:35:25,372 INFO    SystemMonitor:18732 [interfaces.py:start():190] Started gpu monitoring
2023-05-05 22:35:25,375 INFO    SystemMonitor:18732 [interfaces.py:start():190] Started memory monitoring
2023-05-05 22:35:25,392 INFO    SystemMonitor:18732 [interfaces.py:start():190] Started network monitoring
2023-05-05 22:35:25,396 DEBUG   HandlerThread:18732 [system_info.py:probe():195] Probing system
2023-05-05 22:35:25,396 DEBUG   HandlerThread:18732 [system_info.py:_probe_git():180] Probing git
2023-05-05 22:35:25,549 DEBUG   HandlerThread:18732 [system_info.py:_probe_git():188] Probing git done
2023-05-05 22:35:25,549 DEBUG   HandlerThread:18732 [system_info.py:probe():240] Probing system done
