2023-05-05 20:52:26,346 INFO    StreamThr :14460 [internal.py:wandb_internal():86] W&B internal server running at pid: 14460, started at: 2023-05-05 20:52:26.346807
2023-05-05 20:52:26,346 DEBUG   HandlerThread:14460 [handler.py:handle_request():144] handle_request: status
2023-05-05 20:52:26,362 INFO    WriterThread:14460 [datastore.py:open_for_write():85] open: C:\Users\debryu\Desktop\VS_CODE\HOME\Deep_Learning\visual_grounding\visual-grounding\Project\wandb\run-20230505_205226-gp8tjxcx\run-gp8tjxcx.wandb
2023-05-05 20:52:26,362 DEBUG   SenderThread:14460 [sender.py:send():375] send: header
2023-05-05 20:52:26,456 DEBUG   SenderThread:14460 [sender.py:send():375] send: run
2023-05-05 20:52:26,927 INFO    SenderThread:14460 [dir_watcher.py:__init__():219] watching files in: C:\Users\debryu\Desktop\VS_CODE\HOME\Deep_Learning\visual_grounding\visual-grounding\Project\wandb\run-20230505_205226-gp8tjxcx\files
2023-05-05 20:52:26,927 INFO    SenderThread:14460 [sender.py:_start_run_threads():1124] run started: gp8tjxcx with start time 1683312746.346807
2023-05-05 20:52:26,927 DEBUG   SenderThread:14460 [sender.py:send_request():402] send_request: summary_record
2023-05-05 20:52:26,927 DEBUG   HandlerThread:14460 [handler.py:handle_request():144] handle_request: check_version
2023-05-05 20:52:26,927 INFO    SenderThread:14460 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-05-05 20:52:26,927 DEBUG   SenderThread:14460 [sender.py:send_request():402] send_request: check_version
2023-05-05 20:52:27,044 DEBUG   HandlerThread:14460 [handler.py:handle_request():144] handle_request: run_start
2023-05-05 20:52:27,065 DEBUG   HandlerThread:14460 [system_info.py:__init__():31] System info init
2023-05-05 20:52:27,065 DEBUG   HandlerThread:14460 [system_info.py:__init__():46] System info init done
2023-05-05 20:52:27,065 INFO    HandlerThread:14460 [system_monitor.py:start():181] Starting system monitor
2023-05-05 20:52:27,065 INFO    SystemMonitor:14460 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-05-05 20:52:27,065 INFO    HandlerThread:14460 [system_monitor.py:probe():201] Collecting system info
2023-05-05 20:52:27,086 INFO    SystemMonitor:14460 [interfaces.py:start():190] Started cpu monitoring
2023-05-05 20:52:27,088 INFO    SystemMonitor:14460 [interfaces.py:start():190] Started disk monitoring
2023-05-05 20:52:27,091 INFO    SystemMonitor:14460 [interfaces.py:start():190] Started gpu monitoring
2023-05-05 20:52:27,094 INFO    SystemMonitor:14460 [interfaces.py:start():190] Started memory monitoring
2023-05-05 20:52:27,111 INFO    SystemMonitor:14460 [interfaces.py:start():190] Started network monitoring
2023-05-05 20:52:27,113 DEBUG   HandlerThread:14460 [system_info.py:probe():195] Probing system
2023-05-05 20:52:27,113 DEBUG   HandlerThread:14460 [system_info.py:_probe_git():180] Probing git
2023-05-05 20:52:27,284 DEBUG   HandlerThread:14460 [system_info.py:_probe_git():188] Probing git done
2023-05-05 20:52:27,284 DEBUG   HandlerThread:14460 [system_info.py:probe():240] Probing system done
2023-05-05 20:52:27,284 DEBUG   HandlerThread:14460 [system_monitor.py:probe():210] {'os': 'Windows-10-10.0.19044-SP0', 'python': '3.8.16', 'heartbeatAt': '2023-05-05T18:52:27.113687', 'startedAt': '2023-05-05T18:52:26.315563', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'distil_model.py', 'codePath': 'Project\\distil_model.py', 'git': {'remote': 'https://github.com/debryu/visual-grounding', 'commit': '0819838cf95ac4ae518a608fbb3fee5aacf9c9a0'}, 'email': 'nicola.debole@gmail.com', 'root': 'C:/Users/debryu/Desktop/VS_CODE/HOME/Deep_Learning/visual_grounding/visual-grounding', 'host': 'DESKTOP-VDBR0MJ', 'username': 'debryu', 'executable': 'C:\\Users\\debryu\\miniconda3\\envs\\pytorch\\python.exe', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 3301.0, 'min': 0.0, 'max': 3301.0}, 'cpu_freq_per_core': [{'current': 3301.0, 'min': 0.0, 'max': 3301.0}], 'disk': {'total': 930.9518623352051, 'used': 826.831111907959}, 'gpu': 'NVIDIA GeForce RTX 3060', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3060', 'memory_total': 12884901888}], 'memory': {'total': 15.924671173095703}}
2023-05-05 20:52:27,284 INFO    HandlerThread:14460 [system_monitor.py:probe():211] Finished collecting system info
2023-05-05 20:52:27,284 INFO    HandlerThread:14460 [system_monitor.py:probe():214] Publishing system info
2023-05-05 20:52:27,284 DEBUG   HandlerThread:14460 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-05-05 20:52:27,284 DEBUG   HandlerThread:14460 [system_info.py:_save_pip():67] Saving pip packages done
2023-05-05 20:52:27,284 DEBUG   HandlerThread:14460 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-05-05 20:52:27,940 INFO    Thread-16 :14460 [dir_watcher.py:_on_file_created():278] file/dir created: C:\Users\debryu\Desktop\VS_CODE\HOME\Deep_Learning\visual_grounding\visual-grounding\Project\wandb\run-20230505_205226-gp8tjxcx\files\wandb-summary.json
2023-05-05 20:52:27,940 INFO    Thread-16 :14460 [dir_watcher.py:_on_file_created():278] file/dir created: C:\Users\debryu\Desktop\VS_CODE\HOME\Deep_Learning\visual_grounding\visual-grounding\Project\wandb\run-20230505_205226-gp8tjxcx\files\requirements.txt
2023-05-05 20:52:27,940 INFO    Thread-16 :14460 [dir_watcher.py:_on_file_created():278] file/dir created: C:\Users\debryu\Desktop\VS_CODE\HOME\Deep_Learning\visual_grounding\visual-grounding\Project\wandb\run-20230505_205226-gp8tjxcx\files\conda-environment.yaml
2023-05-05 20:52:31,971 INFO    Thread-16 :14460 [dir_watcher.py:_on_file_modified():295] file/dir modified: C:\Users\debryu\Desktop\VS_CODE\HOME\Deep_Learning\visual_grounding\visual-grounding\Project\wandb\run-20230505_205226-gp8tjxcx\files\conda-environment.yaml
2023-05-05 20:52:32,129 DEBUG   HandlerThread:14460 [system_info.py:_save_conda():86] Saving conda packages done
2023-05-05 20:52:32,129 INFO    HandlerThread:14460 [system_monitor.py:probe():216] Finished publishing system info
2023-05-05 20:52:32,129 DEBUG   HandlerThread:14460 [handler.py:handle_request():144] handle_request: status_report
2023-05-05 20:52:32,129 DEBUG   HandlerThread:14460 [handler.py:handle_request():144] handle_request: keepalive
