2023-05-05 22:31:15,612 INFO    StreamThr :14364 [internal.py:wandb_internal():86] W&B internal server running at pid: 14364, started at: 2023-05-05 22:31:15.612483
2023-05-05 22:31:15,612 DEBUG   HandlerThread:14364 [handler.py:handle_request():144] handle_request: status
2023-05-05 22:31:15,628 INFO    WriterThread:14364 [datastore.py:open_for_write():85] open: C:\Users\debryu\Desktop\VS_CODE\HOME\Deep_Learning\visual_grounding\visual-grounding\Project\wandb\run-20230505_223115-6sh7kge9\run-6sh7kge9.wandb
2023-05-05 22:31:15,628 DEBUG   SenderThread:14364 [sender.py:send():375] send: header
2023-05-05 22:31:15,706 DEBUG   SenderThread:14364 [sender.py:send():375] send: run
2023-05-05 22:31:16,262 INFO    SenderThread:14364 [dir_watcher.py:__init__():219] watching files in: C:\Users\debryu\Desktop\VS_CODE\HOME\Deep_Learning\visual_grounding\visual-grounding\Project\wandb\run-20230505_223115-6sh7kge9\files
2023-05-05 22:31:16,263 DEBUG   HandlerThread:14364 [handler.py:handle_request():144] handle_request: check_version
2023-05-05 22:31:16,263 INFO    SenderThread:14364 [sender.py:_start_run_threads():1124] run started: 6sh7kge9 with start time 1683318675.612483
2023-05-05 22:31:16,263 DEBUG   SenderThread:14364 [sender.py:send_request():402] send_request: summary_record
2023-05-05 22:31:16,264 INFO    SenderThread:14364 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-05-05 22:31:16,265 DEBUG   SenderThread:14364 [sender.py:send_request():402] send_request: check_version
2023-05-05 22:31:16,393 DEBUG   HandlerThread:14364 [handler.py:handle_request():144] handle_request: run_start
2023-05-05 22:31:16,425 DEBUG   HandlerThread:14364 [system_info.py:__init__():31] System info init
2023-05-05 22:31:16,425 DEBUG   HandlerThread:14364 [system_info.py:__init__():46] System info init done
2023-05-05 22:31:16,425 INFO    HandlerThread:14364 [system_monitor.py:start():181] Starting system monitor
2023-05-05 22:31:16,425 INFO    SystemMonitor:14364 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-05-05 22:31:16,425 INFO    HandlerThread:14364 [system_monitor.py:probe():201] Collecting system info
2023-05-05 22:31:16,440 INFO    SystemMonitor:14364 [interfaces.py:start():190] Started cpu monitoring
